Code,Name,N,E,Z,B,L,84H,RMS_x,RMS_y,RMS_h,Solution,Start time,Measure times,Antenna height,Antenna measure type,RMS,PDOP,HDOP,VDOP,TDOP,GDOP,Elevation,Tilt distance,End time,Base ID
 «π,X76-13,1861276.521,506397.25,141.195,"16?50'05.13730""","99?03'36.17182""",103.93,0.002,0.002,0.005,fixed,12/12/2020 10:35,3,2,Bottom of receiver,0.004,1.306,0.64,1.138,0.814,1.539,"15?00'00.00000""",0,12/12/2020 10:35,2
 «π,X76-14,1861280.353,506401.722,140.945,"16?50'05.26197""","99?03'36.32298""",103.68,0.002,0.002,0.003,fixed,12/12/2020 10:35,3,2,Bottom of receiver,0.003,1.108,0.559,0.957,0.644,1.282,"15?00'00.00000""",0,12/12/2020 10:35,2
 «π,X76-15,1861284.553,506408.478,140.471,"16?50'05.39857""","99?03'36.55131""",103.206,0.001,0.001,0.003,fixed,12/12/2020 10:35,3,2,Bottom of receiver,0.002,1.055,0.54,0.906,0.601,1.214,"15?00'00.00000""",0,12/12/2020 10:35,2
 «π,X76-16,1861288.252,506412.943,140.139,"16?50'05.51892""","99?03'36.70221""",102.873,0.002,0.002,0.004,fixed,12/12/2020 10:36,3,2,Bottom of receiver,0.003,1.094,0.558,0.942,0.633,1.264,"15?00'00.00000""",0,12/12/2020 10:36,2
 «π,X76-17,1861293.997,506415.733,139.71,"16?50'05.70584""","99?03'36.79657""",102.445,0.002,0.002,0.005,fixed,12/12/2020 10:36,3,2,Bottom of receiver,0.004,1.182,0.589,1.025,0.703,1.375,"15?00'00.00000""",0,12/12/2020 10:36,2
 «π,X76-18,1861300.473,506419.506,139.264,"16?50'05.91655""","99?03'36.92413""",101.999,0.002,0.002,0.005,fixed,12/12/2020 10:36,3,2,Bottom of receiver,0.004,1.292,0.639,1.123,0.796,1.517,"15?00'00.00000""",0,12/12/2020 10:36,2
 «π,X76-19,1861305.748,506423.45,138.785,"16?50'06.08819""","99?03'37.05746""",101.519,0.002,0.002,0.004,fixed,12/12/2020 10:36,3,2,Bottom of receiver,0.003,1.058,0.54,0.909,0.603,1.217,"15?00'00.00000""",0,12/12/2020 10:36,2
 «π,X76-20,1861311.087,506427.609,138.4,"16?50'06.26188""","99?03'37.19805""",101.134,0.002,0.002,0.004,fixed,12/12/2020 10:37,3,2,Bottom of receiver,0.003,1.058,0.54,0.91,0.603,1.218,"15?00'00.00000""",0,12/12/2020 10:37,2
 «π,X77-1,1861281.183,506454.745,141.667,"16?50'05.28844""","99?03'38.11468""",104.402,0.005,0.005,0.036,fixed,12/12/2020 10:39,3,2,Bottom of receiver,0.025,1.332,0.67,1.152,0.811,1.56,"15?00'00.00000""",0,12/12/2020 10:39,2
 «π,X77-2,1861279.458,506462.622,141.374,"16?50'05.23222""","99?03'38.38086""",104.11,0.005,0.005,0.024,fixed,12/12/2020 10:40,3,2,Bottom of receiver,0.017,1.329,0.645,1.162,0.824,1.564,"15?00'00.00000""",0,12/12/2020 10:40,2
 «π,X77-3,1861280.94,506467.024,141.214,"16?50'05.28043""","99?03'38.52961""",103.95,0.004,0.004,0.011,fixed,12/12/2020 10:41,3,2,Bottom of receiver,0.009,1.35,0.719,1.143,0.776,1.557,"15?00'00.00000""",0,12/12/2020 10:41,2
 «π,X77-4,1861276.037,506453.984,142.233,"16?50'05.12099""","99?03'38.08892""",104.969,0.002,0.002,0.005,fixed,12/12/2020 10:42,3,2,Bottom of receiver,0.004,1.438,0.66,1.277,0.884,1.688,"15?00'00.00000""",0,12/12/2020 10:42,2
 «π,X77-5,1861273.329,506450.893,142.685,"16?50'05.03290""","99?03'37.98444""",105.421,0.004,0.004,0.02,fixed,12/12/2020 10:42,3,2,Bottom of receiver,0.014,1.624,0.729,1.45,1.032,1.924,"15?00'00.00000""",0,12/12/2020 10:42,2
 «π,X77-6,1861269.249,506447.511,142.725,"16?50'04.90015""","99?03'37.87012""",105.46,0.003,0.003,0.012,fixed,12/12/2020 10:43,3,2,Bottom of receiver,0.009,1.98,0.867,1.78,1.367,2.406,"15?00'00.00000""",0,12/12/2020 10:43,2
 «π,X77-7,1861259.782,506443.915,142.28,"16?50'04.59212""","99?03'37.74851""",105.016,0.002,0.002,0.005,fixed,12/12/2020 10:43,3,2,Bottom of receiver,0.004,1.263,0.683,1.062,0.759,1.473,"15?00'00.00000""",0,12/12/2020 10:43,2
 «π,X77-8,1861255.558,506440.983,142.451,"16?50'04.45469""","99?03'37.64939""",105.187,0.001,0.001,0.003,fixed,12/12/2020 10:44,3,2,Bottom of receiver,0.002,1.212,0.628,1.037,0.729,1.415,"15?00'00.00000""",0,12/12/2020 10:44,2
 «π,X77-9,1861251.209,506438.328,142.603,"16?50'04.31317""","99?03'37.55962""",105.34,0.001,0.001,0.003,fixed,12/12/2020 10:44,3,2,Bottom of receiver,0.003,1.216,0.615,1.048,0.73,1.418,"15?00'00.00000""",0,12/12/2020 10:44,2
 «π,X77-10,1861244.962,506434.334,142.996,"16?50'04.10992""","99?03'37.42461""",105.732,0.002,0.002,0.004,fixed,12/12/2020 10:44,3,2,Bottom of receiver,0.003,1.137,0.566,0.986,0.668,1.319,"15?00'00.00000""",0,12/12/2020 10:44,2
cl,X77-11,1861241.032,506432.224,143.177,"16?50'03.98203""","99?03'37.35328""",105.913,0.002,0.002,0.007,fixed,12/12/2020 10:45,3,2,Bottom of receiver,0.005,1.139,0.566,0.988,0.67,1.321,"15?00'00.00000""",0,12/12/2020 10:45,2
 «π,X77-12,1861236.652,506428.262,143.417,"16?50'03.83954""","99?03'37.21933""",106.154,0.003,0.003,0.009,fixed,12/12/2020 10:45,3,2,Bottom of receiver,0.007,1.166,0.565,1.021,0.665,1.342,"15?00'00.00000""",0,12/12/2020 10:45,2
 «π,X77-13,1861231.343,506422.085,143.916,"16?50'03.66682""","99?03'37.01056""",106.653,0.002,0.002,0.005,fixed,12/12/2020 10:45,3,2,Bottom of receiver,0.004,1.298,0.691,1.099,0.781,1.515,"15?00'00.00000""",0,12/12/2020 10:45,2
 «π,X77-14,1861224.001,506416.132,144.546,"16?50'03.42796""","99?03'36.80931""",107.283,0.002,0.002,0.004,fixed,12/12/2020 10:45,3,2,Bottom of receiver,0.003,1.544,0.855,1.286,1.008,1.844,"15?00'00.00000""",0,12/12/2020 10:46,2
 «π,X77-15,1861219.378,506412.618,145.034,"16?50'03.27755""","99?03'36.69054""",107.771,0.002,0.002,0.004,fixed,12/12/2020 10:46,3,2,Bottom of receiver,0.003,1.297,0.658,1.118,0.798,1.523,"15?00'00.00000""",0,12/12/2020 10:46,2
 «π,X77-16,1861213.793,506408.634,145.396,"16?50'03.09584""","99?03'36.55584""",108.133,0.001,0.001,0.003,fixed,12/12/2020 10:46,3,2,Bottom of receiver,0.003,1.206,0.61,1.04,0.727,1.408,"15?00'00.00000""",0,12/12/2020 10:46,2
 «π,X77-17,1861205.525,506403.53,146.199,"16?50'02.82683""","99?03'36.38328""",108.936,0.001,0.001,0.003,fixed,12/12/2020 10:46,3,2,Bottom of receiver,0.003,1.535,0.742,1.344,1.012,1.838,"15?00'00.00000""",0,12/12/2020 10:46,2
 «π,X77-18,1861198.256,506399.068,146.711,"16?50'02.59030""","99?03'36.23246""",109.448,0.002,0.002,0.004,fixed,12/12/2020 10:47,3,2,Bottom of receiver,0.003,1.148,0.567,0.998,0.677,1.332,"15?00'00.00000""",0,12/12/2020 10:47,2
 «π,X78-1,1861175.049,506443.753,144.115,"16?50'01.83464""","99?03'37.74217""",106.853,0.002,0.002,0.005,fixed,12/12/2020 10:49,3,2,Bottom of receiver,0.004,1.156,0.567,1.007,0.683,1.342,"15?00'00.00000""",0,12/12/2020 10:49,2
 «π,X78-2,1861177.772,506446.193,143.97,"16?50'01.92322""","99?03'37.82464""",106.709,0.002,0.002,0.005,fixed,12/12/2020 10:49,3,2,Bottom of receiver,0.004,1.27,0.62,1.108,0.78,1.49,"15?00'00.00000""",0,12/12/2020 10:49,2
 «π,X78-3,1861184.66,506447.644,143.612,"16?50'02.14737""","99?03'37.87374""",106.35,0.001,0.001,0.004,fixed,12/12/2020 10:49,3,2,Bottom of receiver,0.003,1.157,0.567,1.009,0.685,1.345,"15?00'00.00000""",0,12/12/2020 10:49,2
 «π,X78-4,1861184.592,506447.615,143.611,"16?50'02.14516""","99?03'37.87275""",106.349,0.001,0.001,0.004,fixed,12/12/2020 10:50,3,2,Bottom of receiver,0.003,1.159,0.567,1.011,0.686,1.347,"15?00'00.00000""",0,12/12/2020 10:50,2
 «π,X78-5,1861190.973,506452.978,143.253,"16?50'02.35277""","99?03'38.05406""",105.991,0.002,0.002,0.005,fixed,12/12/2020 10:50,3,2,Bottom of receiver,0.004,1.075,0.538,0.93,0.618,1.24,"15?00'00.00000""",0,12/12/2020 10:50,2
 «π,X78-6,1861197.019,506458.477,143.066,"16?50'02.54948""","99?03'38.23992""",105.804,0.001,0.001,0.004,fixed,12/12/2020 10:50,3,2,Bottom of receiver,0.003,1.161,0.567,1.013,0.688,1.35,"15?00'00.00000""",0,12/12/2020 10:50,2
 «π,X78-7,1861202.402,506464.183,142.644,"16?50'02.72459""","99?03'38.43279""",105.382,0.001,0.001,0.004,fixed,12/12/2020 10:50,3,2,Bottom of receiver,0.003,1.37,0.663,1.199,0.852,1.613,"15?00'00.00000""",0,12/12/2020 10:50,2
 «π,X78-8,1861209.44,506470.179,142.251,"16?50'02.95357""","99?03'38.63550""",104.989,0.001,0.001,0.003,fixed,12/12/2020 10:51,3,2,Bottom of receiver,0.002,1.308,0.648,1.136,0.806,1.537,"15?00'00.00000""",0,12/12/2020 10:51,2
 «π,X78-9,1861214.005,506474.361,142.045,"16?50'03.10208""","99?03'38.77685""",104.783,0.001,0.001,0.004,fixed,12/12/2020 10:51,3,2,Bottom of receiver,0.003,1.164,0.568,1.016,0.69,1.353,"15?00'00.00000""",0,12/12/2020 10:51,2
cl,X78-10,1861211.695,506472.448,142.128,"16?50'03.02692""","99?03'38.71220""",104.866,0.002,0.002,0.006,fixed,12/12/2020 10:51,3,2,Bottom of receiver,0.004,1.165,0.568,1.018,0.691,1.355,"15?00'00.00000""",0,12/12/2020 10:51,2
 «π,X78-11,1861219.454,506479.186,141.731,"16?50'03.27938""","99?03'38.93996""",104.468,0.001,0.001,0.003,fixed,12/12/2020 10:52,3,2,Bottom of receiver,0.002,1.167,0.568,1.019,0.692,1.357,"15?00'00.00000""",0,12/12/2020 10:52,2
 «π,X78-12,1861225.293,506484.993,141.467,"16?50'03.46934""","99?03'39.13624""",104.204,0.001,0.001,0.004,fixed,12/12/2020 10:52,3,2,Bottom of receiver,0.003,1.229,0.583,1.082,0.744,1.436,"15?00'00.00000""",0,12/12/2020 10:52,2
 «π,X78-13,1861231.797,506491.078,141.076,"16?50'03.68092""","99?03'39.34192""",103.814,0.001,0.001,0.004,fixed,12/12/2020 10:52,3,2,Bottom of receiver,0.003,1.169,0.568,1.022,0.694,1.36,"15?00'00.00000""",0,12/12/2020 10:52,2
 «π,X78-14,1861238.98,506496.63,140.733,"16?50'03.91462""","99?03'39.52960""",103.47,0.001,0.001,0.004,fixed,12/12/2020 10:53,3,2,Bottom of receiver,0.003,1.18,0.586,1.025,0.699,1.372,"15?00'00.00000""",0,12/12/2020 10:53,2
 «π,X78-15,1861246.658,506501.832,140.396,"16?50'04.16442""","99?03'39.70548""",103.133,0.001,0.001,0.004,fixed,12/12/2020 10:53,3,2,Bottom of receiver,0.003,1.206,0.586,1.055,0.723,1.407,"15?00'00.00000""",0,12/12/2020 10:53,2
 «π,X78-16,1861253.345,506507.052,140.082,"16?50'04.38199""","99?03'39.88192""",102.819,0.001,0.001,0.004,fixed,12/12/2020 10:53,3,2,Bottom of receiver,0.003,1.172,0.568,1.025,0.696,1.363,"15?00'00.00000""",0,12/12/2020 10:53,2
 «π,X78-17,1861258.951,506511.404,139.895,"16?50'04.56438""","99?03'40.02904""",102.632,0.001,0.001,0.005,fixed,12/12/2020 10:53,3,2,Bottom of receiver,0.003,1.172,0.568,1.026,0.697,1.364,"15?00'00.00000""",0,12/12/2020 10:53,2
 «π,X79-1,1861197.688,506546.223,140.289,"16?50'02.57036""","99?03'41.20499""",103.028,0.001,0.001,0.005,fixed,12/12/2020 10:56,3,2,Bottom of receiver,0.003,1.182,0.569,1.036,0.704,1.375,"15?00'00.00000""",0,12/12/2020 10:56,2
 «π,X79-2,1861193.442,506541.322,140.48,"16?50'02.43223""","99?03'41.03933""",103.219,0.001,0.001,0.005,fixed,12/12/2020 10:57,3,2,Bottom of receiver,0.003,1.182,0.569,1.036,0.705,1.376,"15?00'00.00000""",0,12/12/2020 10:57,2
 «π,X79-3,1861188.346,506535.564,140.695,"16?50'02.26647""","99?03'40.84472""",103.434,0.001,0.001,0.005,fixed,12/12/2020 10:58,3,2,Bottom of receiver,0.004,1.219,0.589,1.068,0.735,1.424,"15?00'00.00000""",0,12/12/2020 10:58,2
 «π,X79-4,1861180.793,506525.328,141.212,"16?50'02.02076""","99?03'40.49873""",103.952,0.001,0.001,0.004,fixed,12/12/2020 10:59,3,2,Bottom of receiver,0.003,1.245,0.584,1.1,0.756,1.457,"15?00'00.00000""",0,12/12/2020 10:59,2
 «π,X79-5,1861177.903,506518.479,141.502,"16?50'01.92677""","99?03'40.26728""",104.242,0.001,0.001,0.004,fixed,12/12/2020 10:59,3,2,Bottom of receiver,0.003,1.188,0.57,1.043,0.709,1.384,"15?00'00.00000""",0,12/12/2020 10:59,2
 «π,X79-6,1861174.022,506511.914,141.699,"16?50'01.80055""","99?03'40.04540""",104.438,0.001,0.001,0.004,fixed,12/12/2020 11:00,3,2,Bottom of receiver,0.003,1.189,0.57,1.044,0.71,1.385,"15?00'00.00000""",0,12/12/2020 11:00,2
 «π,X79-7,1861170.061,506506.769,141.924,"16?50'01.67169""","99?03'39.87151""",104.664,0.001,0.001,0.004,fixed,12/12/2020 11:00,3,2,Bottom of receiver,0.003,1.189,0.57,1.044,0.71,1.385,"15?00'00.00000""",0,12/12/2020 11:00,2
 «π,X79-8,1861165.428,506500.304,142.427,"16?50'01.52100""","99?03'39.65299""",105.167,0.001,0.001,0.005,fixed,12/12/2020 11:00,3,2,Bottom of receiver,0.003,1.201,0.589,1.047,0.718,1.399,"15?00'00.00000""",0,12/12/2020 11:00,2
 «π,X79-9,1861161.42,506494.864,142.859,"16?50'01.39061""","99?03'39.46911""",105.598,0.002,0.002,0.006,fixed,12/12/2020 11:00,3,2,Bottom of receiver,0.004,1.191,0.57,1.045,0.711,1.387,"15?00'00.00000""",0,12/12/2020 11:00,2
 «π,X79-10,1861158.535,506491.296,143.098,"16?50'01.29675""","99?03'39.34853""",105.838,0.001,0.001,0.005,fixed,12/12/2020 11:01,3,2,Bottom of receiver,0.004,1.399,0.683,1.221,0.883,1.655,"15?00'00.00000""",0,12/12/2020 11:01,2
 «π,X79-11,1861155.419,506486.384,143.263,"16?50'01.19540""","99?03'39.18251""",106.003,0.001,0.001,0.004,fixed,12/12/2020 11:01,3,2,Bottom of receiver,0.003,1.251,0.586,1.105,0.76,1.464,"15?00'00.00000""",0,12/12/2020 11:01,2
 «π,X79-12,1861152.091,506481.305,143.479,"16?50'01.08716""","99?03'39.01085""",106.219,0.001,0.001,0.004,fixed,12/12/2020 11:01,3,2,Bottom of receiver,0.003,1.223,0.59,1.072,0.737,1.428,"15?00'00.00000""",0,12/12/2020 11:01,2
 «π,X79-13,1861148.604,506475.886,143.974,"16?50'00.97373""","99?03'38.82769""",106.714,0.002,0.002,0.007,fixed,12/12/2020 11:01,3,2,Bottom of receiver,0.005,1.337,0.641,1.173,0.829,1.573,"15?00'00.00000""",0,12/12/2020 11:01,2
 «π,X79-14,1861146.019,506470.485,144.2,"16?50'00.88966""","99?03'38.64516""",106.94,0.001,0.001,0.005,fixed,12/12/2020 11:02,3,2,Bottom of receiver,0.003,1.354,0.613,1.207,0.843,1.595,"15?00'00.00000""",0,12/12/2020 11:02,2
 «π,X79-15,1861143.173,506465.429,144.388,"16?50'00.79708""","99?03'38.47429""",107.128,0.001,0.001,0.005,fixed,12/12/2020 11:02,3,2,Bottom of receiver,0.003,1.193,0.57,1.047,0.712,1.389,"15?00'00.00000""",0,12/12/2020 11:02,2
 «π,X80-1,1861100.991,506489.94,142.382,"16?49'59.42413""","99?03'39.30210""",105.123,0.002,0.002,0.007,fixed,12/12/2020 11:04,3,2,Bottom of receiver,0.005,1.207,0.581,1.058,0.721,1.406,"15?00'00.00000""",0,12/12/2020 11:04,2
 «π,X80-2,1861104.097,506492.691,141.947,"16?49'59.52517""","99?03'39.39509""",104.689,0.002,0.002,0.007,fixed,12/12/2020 11:04,3,2,Bottom of receiver,0.005,1.15,0.572,0.997,0.674,1.333,"15?00'00.00000""",0,12/12/2020 11:04,2
 «π,X80-3,1861108.849,506494.972,142.061,"16?49'59.67981""","99?03'39.47224""",104.802,0.003,0.003,0.01,fixed,12/12/2020 11:05,3,2,Bottom of receiver,0.008,1.308,0.616,1.154,0.805,1.536,"15?00'00.00000""",0,12/12/2020 11:05,2
 «π,X80-4,1861113.23,506497.016,141.957,"16?49'59.82234""","99?03'39.54133""",104.698,0.002,0.002,0.007,fixed,12/12/2020 11:05,3,2,Bottom of receiver,0.005,1.34,0.603,1.196,0.833,1.578,"15?00'00.00000""",0,12/12/2020 11:05,2
 «π,X80-5,1861116.593,506501.17,141.575,"16?49'59.93173""","99?03'39.68174""",104.317,0.002,0.002,0.006,fixed,12/12/2020 11:05,3,2,Bottom of receiver,0.005,1.218,0.575,1.074,0.734,1.422,"15?00'00.00000""",0,12/12/2020 11:05,2
ªË“,X80-6,1861116.749,506506.617,140.177,"16?49'59.93677""","99?03'39.86582""",102.918,0.003,0.003,0.009,fixed,12/12/2020 11:06,3,2,Bottom of receiver,0.007,1.812,0.738,1.654,1.225,2.187,"15?00'00.00000""",0,12/12/2020 11:06,2
ªË“,X80-7,1861120.999,506511.98,139.582,"16?50'00.07503""","99?03'40.04708""",102.323,0.003,0.003,0.007,fixed,12/12/2020 11:06,3,2,Bottom of receiver,0.006,1.819,0.706,1.676,1.23,2.196,"15?00'00.00000""",0,12/12/2020 11:06,2
ªË“,X80-8,1861124.577,506516.621,139.766,"16?50'00.19143""","99?03'40.20393""",102.507,0.004,0.004,0.012,fixed,12/12/2020 11:06,3,2,Bottom of receiver,0.009,1.651,0.723,1.485,1.097,1.983,"15?00'00.00000""",0,12/12/2020 11:06,2
ªË“,X80-9,1861129.801,506519.474,140.364,"16?50'00.36140""","99?03'40.30038""",103.105,0.004,0.004,0.013,fixed,12/12/2020 11:07,3,2,Bottom of receiver,0.009,1.644,0.655,1.508,1.088,1.972,"15?00'00.00000""",0,12/12/2020 11:07,2
ªË“,X80-10,1861132.663,506525.211,140.084,"16?50'00.45447""","99?03'40.49429""",102.825,0.005,0.005,0.014,fixed,12/12/2020 11:07,3,2,Bottom of receiver,0.01,1.362,0.63,1.208,0.84,1.601,"15?00'00.00000""",0,12/12/2020 11:07,2
ªË“,X80-11,1861142.812,506547.654,137.372,"16?50'00.78451""","99?03'41.25277""",100.113,0.003,0.003,0.005,fixed,12/12/2020 11:09,3,2,Bottom of receiver,0.004,1.56,0.751,1.368,1.026,1.867,"15?00'00.00000""",0,12/12/2020 11:09,2
ªË“,X80-12,1861145.912,506553.2,137.331,"16?50'00.88535""","99?03'41.44019""",100.072,0.007,0.007,0.014,fixed,12/12/2020 11:09,3,2,Bottom of receiver,0.012,1.532,0.814,1.298,1.004,1.832,"15?00'00.00000""",0,12/12/2020 11:09,2
ªË“,X80-13,1861148.321,506560.488,137.311,"16?50'00.96368""","99?03'41.68649""",100.052,0.004,0.004,0.008,fixed,12/12/2020 11:09,3,2,Bottom of receiver,0.007,1.766,0.777,1.585,1.204,2.137,"15?00'00.00000""",0,12/12/2020 11:09,2
ªË“,X80-14,1861150.801,506567.197,137.027,"16?50'01.04431""","99?03'41.91321""",99.768,0.013,0.013,0.028,fixed,12/12/2020 11:10,3,2,Bottom of receiver,0.023,1.973,0.962,1.723,1.39,2.413,"15?00'00.00000""",0,12/12/2020 11:10,2
ªË“,X80-15,1861155.135,506586.64,138.53,"16?50'01.18516""","99?03'42.57027""",101.271,0.005,0.005,0.023,fixed,12/12/2020 11:11,3,2,Bottom of receiver,0.016,2.364,0.953,2.164,1.676,2.898,"15?00'00.00000""",0,12/12/2020 11:11,2
 «π,X81-1,1861122.114,506609.736,138.749,"16?50'00.11031""","99?03'43.35038""",101.492,0.001,0.001,0.004,fixed,12/12/2020 11:14,3,2,Bottom of receiver,0.003,1.193,0.557,1.055,0.713,1.39,"15?00'00.00000""",0,12/12/2020 11:14,2
 «π,X81-2,1861119.292,506605.067,139.198,"16?50'00.01853""","99?03'43.19258""",101.94,0.003,0.003,0.008,fixed,12/12/2020 11:14,3,2,Bottom of receiver,0.006,1.194,0.557,1.056,0.714,1.391,"15?00'00.00000""",0,12/12/2020 11:15,2
 «π,X81-3,1861116.18,506599.646,139.589,"16?49'59.91732""","99?03'43.00936""",102.331,0.002,0.002,0.006,fixed,12/12/2020 11:15,3,2,Bottom of receiver,0.004,1.195,0.557,1.057,0.714,1.392,"15?00'00.00000""",0,12/12/2020 11:15,2
 «π,X81-4,1861112.963,506593.986,139.823,"16?49'59.81267""","99?03'42.81807""",102.566,0.001,0.001,0.005,fixed,12/12/2020 11:15,3,2,Bottom of receiver,0.004,1.203,0.573,1.058,0.717,1.401,"15?00'00.00000""",0,12/12/2020 11:15,2
 «π,X81-5,1861109.382,506587.227,140.338,"16?49'59.69622""","99?03'42.58963""",103.08,0.002,0.002,0.006,fixed,12/12/2020 11:15,3,2,Bottom of receiver,0.004,1.196,0.557,1.058,0.715,1.394,"15?00'00.00000""",0,12/12/2020 11:15,2
 «π,X81-6,1861106.397,506581.964,140.775,"16?49'59.59911""","99?03'42.41175""",103.517,0.002,0.002,0.005,fixed,12/12/2020 11:15,3,2,Bottom of receiver,0.004,1.204,0.573,1.059,0.718,1.402,"15?00'00.00000""",0,12/12/2020 11:15,2
 «π,X81-7,1861102.927,506576.345,141.015,"16?49'59.48624""","99?03'42.22186""",103.757,0.001,0.001,0.005,fixed,12/12/2020 11:16,3,2,Bottom of receiver,0.004,1.197,0.557,1.06,0.716,1.395,"15?00'00.00000""",0,12/12/2020 11:16,2
 «π,X81-8,1861099.186,506570.077,141.057,"16?49'59.36459""","99?03'42.01000""",103.799,0.001,0.001,0.005,fixed,12/12/2020 11:16,3,2,Bottom of receiver,0.003,1.206,0.573,1.06,0.719,1.404,"15?00'00.00000""",0,12/12/2020 11:16,2
 «π,X81-9,1861096.465,506564.599,141.19,"16?49'59.27610""","99?03'41.82487""",103.932,0.001,0.001,0.005,fixed,12/12/2020 11:16,3,2,Bottom of receiver,0.003,1.269,0.583,1.127,0.774,1.487,"15?00'00.00000""",0,12/12/2020 11:16,2
 «π,X81-10,1861092.181,506557.675,141.141,"16?49'59.13676""","99?03'41.59086""",103.883,0.002,0.002,0.006,fixed,12/12/2020 11:16,3,2,Bottom of receiver,0.005,1.199,0.557,1.062,0.718,1.398,"15?00'00.00000""",0,12/12/2020 11:16,2
 «π,X81-11,1861089.5,506552.426,141.371,"16?49'59.04955""","99?03'41.41346""",104.114,0.002,0.002,0.004,fixed,12/12/2020 11:17,3,2,Bottom of receiver,0.004,1.273,0.588,1.129,0.782,1.494,"15?00'00.00000""",0,12/12/2020 11:17,2
 «π,X81-12,1861087.373,506547.907,141.534,"16?49'58.98038""","99?03'41.26073""",104.277,0.002,0.002,0.003,fixed,12/12/2020 11:17,3,2,Bottom of receiver,0.003,1.201,0.557,1.064,0.719,1.4,"15?00'00.00000""",0,12/12/2020 11:17,2
 «π,X81-13,1861083.669,506541.018,141.997,"16?49'58.85991""","99?03'41.02791""",104.74,0.002,0.002,0.004,fixed,12/12/2020 11:17,3,2,Bottom of receiver,0.003,1.326,0.654,1.153,0.827,1.563,"15?00'00.00000""",0,12/12/2020 11:17,2
 «π,X81-14,1861080.273,506535.266,142.274,"16?49'58.74945""","99?03'40.83351""",105.017,0.002,0.002,0.006,fixed,12/12/2020 11:17,3,2,Bottom of receiver,0.004,1.202,0.557,1.065,0.72,1.402,"15?00'00.00000""",0,12/12/2020 11:17,2
 «π,X81-15,1861078.459,506530.252,142.366,"16?49'58.69048""","99?03'40.66405""",105.109,0.002,0.002,0.004,fixed,12/12/2020 11:18,3,2,Bottom of receiver,0.003,1.632,0.836,1.402,1.085,1.96,"15?00'00.00000""",0,12/12/2020 11:18,2
 «π,X81-16,1861075.428,506525.553,142.581,"16?49'58.59188""","99?03'40.50524""",105.324,0.001,0.001,0.003,fixed,12/12/2020 11:18,3,2,Bottom of receiver,0.003,1.257,0.587,1.111,0.769,1.473,"15?00'00.00000""",0,12/12/2020 11:18,2
 «π,X81-17,1861073.023,506522.499,142.743,"16?49'58.51364""","99?03'40.40201""",105.486,0.003,0.003,0.006,fixed,12/12/2020 11:18,3,2,Bottom of receiver,0.005,1.285,0.606,1.133,0.79,1.508,"15?00'00.00000""",0,12/12/2020 11:18,2
 «π,X81-18,1861069.988,506516.826,142.836,"16?49'58.41491""","99?03'40.21030""",105.579,0.004,0.004,0.01,fixed,12/12/2020 11:18,3,2,Bottom of receiver,0.008,1.247,0.604,1.091,0.738,1.449,"15?00'00.00000""",0,12/12/2020 11:18,2
 «π,X81-19,1861064.951,506511.029,142.849,"16?49'58.25108""","99?03'40.01436""",105.592,0.002,0.002,0.005,fixed,12/12/2020 11:19,3,2,Bottom of receiver,0.004,1.213,0.574,1.069,0.726,1.414,"15?00'00.00000""",0,12/12/2020 11:19,2
 «π,X82-1,1861021.632,506542.688,144.592,"16?49'56.84103""","99?03'41.08368""",107.336,0.002,0.002,0.006,fixed,12/12/2020 11:21,3,2,Bottom of receiver,0.005,1.231,0.57,1.091,0.73,1.431,"15?00'00.00000""",0,12/12/2020 11:21,2
 «π,X82-2,1861025.086,506547.036,144.31,"16?49'56.95338""","99?03'41.23066""",107.054,0.002,0.002,0.006,fixed,12/12/2020 11:21,3,2,Bottom of receiver,0.005,1.304,0.595,1.161,0.801,1.531,"15?00'00.00000""",0,12/12/2020 11:21,2
 «π,X82-3,1861027.272,506553.82,144.061,"16?49'57.02445""","99?03'41.45989""",106.805,0.003,0.003,0.011,fixed,12/12/2020 11:22,3,2,Bottom of receiver,0.008,1.211,0.558,1.075,0.727,1.413,"15?00'00.00000""",0,12/12/2020 11:22,2
 «π,X82-4,1861029.084,506560.449,143.613,"16?49'57.08337""","99?03'41.68393""",106.357,0.003,0.003,0.01,fixed,12/12/2020 11:22,3,2,Bottom of receiver,0.007,1.212,0.558,1.075,0.727,1.413,"15?00'00.00000""",0,12/12/2020 11:22,2
 «π,X82-5,1861034.769,506567.434,143.134,"16?49'57.26828""","99?03'41.92002""",105.878,0.001,0.001,0.003,fixed,12/12/2020 11:22,3,2,Bottom of receiver,0.003,1.212,0.558,1.076,0.728,1.414,"15?00'00.00000""",0,12/12/2020 11:22,2
 «π,X82-6,1861037.893,506573.694,142.625,"16?49'57.36991""","99?03'42.13157""",105.369,0.002,0.002,0.004,fixed,12/12/2020 11:23,3,2,Bottom of receiver,0.003,1.288,0.578,1.151,0.787,1.509,"15?00'00.00000""",0,12/12/2020 11:23,2
 «π,X82-7,1861043.993,506576.819,142.316,"16?49'57.56837""","99?03'42.23723""",105.06,0.001,0.001,0.003,fixed,12/12/2020 11:24,3,2,Bottom of receiver,0.002,1.214,0.559,1.077,0.729,1.416,"15?00'00.00000""",0,12/12/2020 11:24,2
